Siruta,Localitate,Judet,Mediu
1017,Municipiul Alba Iulia,ab,urban
1071,Ciugud,ab,rural
1151,Oras Abrud,ab,rural
1213,Municipiul Aiud,ab,urban
1348,Municipiul Blaj,ab,urban
1455,Oras Campeni,ab,urban
1696,Oras Cugir,ab,urban
1794,Oras Ocna Mures,ab,urban
1874,Municipiul Sebes,ab,urban
1936,Oras Zlatna,ab,urban
2130,Albac,ab,rural
2309,Almasu Mare,ab,urban
2381,Arieseni,ab,urban
2577,Avram Iancu,ab,urban
2915,Oras Baia De Aries,ab,urban
2988,Berghin,ab,urban
3039,Bistra,ab,urban
3397,Blandiana,ab,rural
3459,Bucium,ab,rural
3761,Cenade,ab,rural
3805,Cergau,ab,rural
3841,Ceru-Bacainti,ab,rural
3958,Cetatea De Balta,ab,rural
4008,Ciuruleasa,ab,urban
4106,Calnic,ab,urban
4142,Cricau,ab,urban
4188,Craciunelu De Jos,ab,urban
4240,Daia Romana,ab,urban
4268,Dostat,ab,urban
4302,Farau,ab,urban
4366,Galda De Jos,ab,urban
4482,Garbova,ab,urban
4525,Garda De Sus,ab,urban
4703,Hoparta,ab,urban
4767,Horea,ab,urban
4927,Ighiu,ab,urban
4981,Intregalde,ab,urban
5103,Jidvei,ab,urban
5167,Livezile,ab,urban
5210,Lopadea Noua,ab,urban
5309,Lunca Muresului,ab,urban
5336,Lupsa,ab,urban
5577,Metes,ab,urban
5700,Mihalt,ab,urban
5755,Miraslau,ab,urban
5826,Mogos,ab,urban
6048,Noslac,ab,urban
6119,Ocolis,ab,urban
6164,Ohaba,ab,urban
6217,Pianu,ab,urban
6271,Poiana Vadului,ab,urban
6397,Ponor,ab,urban
6468,Posaga,ab,urban
6547,Radesti,ab,urban
6592,Rametea,ab,urban
6627,Ramet,ab,urban
6761,Rosia Montana,ab,urban
6930,Rosia De Secas,ab,urban
6976,Salciua,ab,urban
7044,Salistea,ab,urban
7099,Sasciori,ab,urban
7197,Scarisoara,ab,urban
7348,Sancel,ab,urban
7384,Santimbru,ab,urban
7446,Sohodol,ab,urban
7767,Stremt,ab,urban
7810,Sibot,ab,urban
7865,Sona,ab,urban
7945,Spring,ab,urban
8014,Sugag,ab,urban
8096,Oras Teius,ab,urban
8158,Unirea,ab,urban
8229,Vadu Motilor,ab,urban
8354,Valea Lunga,ab,urban
8425,Vidra,ab,urban
8826,Vintu De Jos,ab,urban
9019,Cut,ab,urban
9026,Bucerdea Granoasa,ab,urban
9262,Municipiul Arad,ar,urban
9280,Fantanele,ar,urban
9333,Livada,ar,urban
9360,Sofronea,ar,urban
9397,Vladimirescu,ar,urban
9459,Oras Chisineu-Cris,ar,urban
9495,Oras Curtici,ar,urban
9538,Oras Ineu,ar,urban
9574,Oras Lipova,ar,urban
9627,Oras Nadlac,ar,urban
9654,Oras Pancota,ar,urban
9690,Oras Sebis,ar,urban
9743,Almas,ar,urban
9798,Apateu,ar,urban
9832,Archis,ar,urban
9887,Bata,ar,urban
9930,Beliu,ar,urban
10006,Birchis,ar,urban
10051,Barsa,ar,urban
10104,Barzava,ar,urban
10195,Bocsig,ar,urban
10239,Brazii,ar,urban
10293,Buteni,ar,urban
10346,Carand,ar,urban
10373,Cermei,ar,urban
10417,Chisindia,ar,urban
10453,Conop,ar,urban
10514,Covasint,ar,urban
10532,Craiva,ar,urban
10649,Dezna,ar,urban
10701,Dieci,ar,urban
10765,Ususau,ar,urban
10827,Felnac,ar,urban
10872,Ghioroc,ar,urban
10916,Graniceri,ar,urban
10943,Gurahont,ar,urban
11058,Halmagiu,ar,urban
11174,Halmagel,ar,urban
11236,Hasmas,ar,urban
11307,Ignesti,ar,urban
11352,Iratosu,ar,urban
11398,Macea,ar,urban
11423,Misca,ar,urban
11478,Moneasa,ar,urban
11502,Olari,ar,urban
11539,Paulis,ar,urban
11584,Oras Pecica,ar,urban
11637,Peregu Mare,ar,urban
11664,Petris,ar,urban
11735,Pilu,ar,urban
11762,Plescuta,ar,urban
11842,Savarsin,ar,urban
11940,Secusigiu,ar,urban
11995,Seleus,ar,urban
12037,Semlac,ar,urban
12055,Sintea Mare,ar,urban
12091,Oras Santana,ar,urban
12126,Socodor,ar,urban
12144,Sagu,ar,urban
12206,Seitin,ar,urban
12224,Sepreus,ar,urban
12242,Sicula,ar,urban
12288,Silindia,ar,urban
12340,Simand,ar,urban
12368,Siria,ar,urban
12402,Sistarovat,ar,urban
12457,Taut,ar,urban
12509,Tarnova,ar,urban
12572,Varadia De Mures,ar,urban
12643,Vinga,ar,urban
12689,Varfurile,ar,urban
12778,Zabrani,ar,urban
12812,Zarand,ar,urban
12849,Zerind,ar,urban
12876,Zimandu Nou,ar,urban
12912,Dorobanti,ar,urban
12920,Frumuseni,ar,urban
12938,Zadareni,ar,urban
13169,Municipiul Pitesti,ag,urban
13187,Bascov,ag,urban
13276,Bradu,ag,urban
13301,Oras Mioveni,ag,urban
13365,Maracineni,ag,urban
13392,Oras Stefanesti,ag,urban
13490,Municipiul Campulung,ag,urban
13524,Valea Mare Pravat,ag,urban
13622,Municipiul Curtea De Arges,ag,urban
13668,Oras Costesti,ag,urban
13757,Oras Topoloveni,ag,urban
13819,Albestii De Arges,ag,urban
13891,Albestii De Muscel,ag,urban
13935,Albota,ag,urban
13999,Aninoasa,ag,urban
14049,Arefu,ag,urban
14085,Babana,ag,urban
14165,Baiculesti,ag,rural
14272,Balilesti,ag,rural
14352,Beleti-Negresti,ag,rural
14405,Berevoesti,ag,rural
14450,Barla,ag,rural
14584,Bogati,ag,rural
14673,Boteni,ag,rural
14726,Botesti,ag,rural
14753,Bradulet,ag,rural
14851,Budeasa,ag,rural
14922,Bughea De Jos,ag,rural
14940,Buzoesti,ag,rural
15064,Caldararu,ag,rural
15108,Calinesti,ag,rural
15233,Cateasca,ag,rural
15313,Cepari,ag,rural
15402,Cetateni,ag,rural
15448,Cicanesti,ag,rural
15493,Ciofrangeni,ag,rural
15554,Ciomagesti,ag,rural
15652,Cocu,ag,rural
15741,Corbeni,ag,rural
15830,Corbi,ag,rural
15901,Cosesti,ag,rural
15983,Cotmeana,ag,rural
16132,Cuca,ag,rural
16285,Davidesti,ag,rural
16329,Dambovicioara,ag,rural
16365,Darmanesti,ag,rural
16427,Dobresti,ag,rural
16454,Domnesti,ag,rural
16472,Dragoslavele,ag,rural
16506,Draganu,ag,rural
16551,Godeni,ag,rural
16613,Harsesti,ag,rural
16659,Hartiesti,ag,rural
16739,Izvoru,ag,rural
16757,Leordeni,ag,rural
16908,Leresti,ag,rural
16944,Lunca Corbului,ag,rural
17049,Malureni,ag,rural
17101,Merisani,ag,rural
17209,Micesti,ag,rural
17254,Mihaesti,ag,rural
17334,Mioarele,ag,rural
17398,Mirosi,ag,rural
17423,Moraresti,ag,rural
17496,Mosoaia,ag,rural
17575,Mozaceni,ag,rural
17619,Musatesti,ag,rural
17726,Negrasi,ag,rural
17771,Nucsoara,ag,rural
17824,Oarja,ag,rural
17851,Pietrosani,ag,rural
17913,Poienarii De Arges,ag,rural
17968,Poienarii De Muscel,ag,rural
18028,Poiana Lacului,ag,rural
18162,Popesti,ag,rural
18242,Priboieni,ag,rural
18331,Ratesti,ag,rural
18411,Recea,ag,rural
18475,Rociu,ag,rural
18527,Rucar,ag,rural
18554,Salatrucu,ag,rural
18581,Sapata,ag,rural
18670,Schitu Golesti,ag,rural
18741,Slobozia,ag,rural
18778,Stalpeni,ag,rural
18858,Stoenesti,ag,rural
18938,Stolnici,ag,rural
19007,Suseni,ag,rural
19114,Stefan Cel Mare,ag,rural
19141,Suici,ag,rural
19212,Teiu,ag,rural
19249,Tigveni,ag,rural
19338,Titesti,ag,rural
19392,Uda,ag,rural
19560,Ungheni,ag,rural
19631,Valea Danului,ag,rural
19695,Valea Iasului,ag,rural
19793,Vedea,ag,rural
19999,Vladesti,ag,rural
20048,Raca,ag,rural
20055,Vulturesti,ag,rural
20063,Bughea De Sus,ag,rural
20297,Municipiul Bacau,bc,rural
20313,Hemeius,bc,rural
20359,Letea Veche,bc,rural
20411,Magura,bc,rural
20466,Margineni,bc,rural
20563,Municipiul Onesti,bc,rural
20607,Gura Vaii,bc,rural
20670,Stefan Cel Mare,bc,rural
20778,Oras Buhusi,bc,rural
20821,Oras Comanesti,bc,rural
20876,Municipiul Moinesti,bc,rural
20910,Oras Slanic-Moldova,bc,rural
20965,Oras Targu Ocna,bc,rural
21007,Agas,bc,rural
21098,Ardeoani,bc,rural
21123,Asau,bc,rural
21196,Balcani,bc,rural
21249,Beresti-Bistrita,bc,rural
21338,Beresti-Tazlau,bc,rural
21418,Berzunti,bc,rural
21454,Barsanesti,bc,rural
21506,Blagesti,bc,rural
21560,Bogdanesti,bc,rural
21597,Brusturoasa,bc,rural
21668,Buhoci,bc,rural
21720,Casin,bc,rural
21757,Caiuti,bc,rural
21855,Cleja,bc,rural
21891,Colonesti,bc,rural
21971,Corbasca,bc,rural
22059,Cotofanesti,bc,rural
22111,Damienesti,bc,rural
22166,Oras Darmanesti,bc,rural
22237,Dealu Morii,bc,rural
22380,Dofteana,bc,rural
22460,Faraoani,bc,rural
22488,Filipeni,bc,rural
22576,Filipesti,bc,rural
22665,Gaiceana,bc,rural
22718,Ghimes-Faget,bc,rural
22781,Garleni,bc,rural
22834,Glavanesti,bc,rural
22898,Helegiu,bc,rural
22941,Horgesti,bc,rural
23047,Huruiesti,bc,rural
23127,Izvoru Berheciului,bc,rural
23207,Lipova,bc,rural
23289,Livezi,bc,rural
23350,Luizi-Calugara,bc,rural
23387,Magiresti,bc,rural
23449,Manastirea Casin,bc,rural
23494,Motoseni,bc,rural
23644,Negri,bc,rural
23715,Nicolae Balcescu,bc,rural
23797,Oituz,bc,rural
23868,Oncesti,bc,rural
23948,Orbeni,bc,rural
23975,Palanca,bc,rural
24034,Parava,bc,rural
24089,Parincea,bc,rural
24187,Pancesti,bc,rural
24276,Pargaresti,bc,rural
24338,Parjol,bc,rural
24427,Plopana,bc,rural
24524,Podu Turcului,bc,rural
24631,Poduri,bc,rural
24711,Racova,bc,rural
24766,Racaciuni,bc,rural
24837,Rachitoasa,bc,rural
24999,Rosiori,bc,rural
25068,Sascut,bc,rural
25148,Sanduleni,bc,rural
25228,Saucesti,bc,rural
25291,Scorteni,bc,rural
25362,Secuieni,bc,rural
25488,Solont,bc,rural
25521,Stanisesti,bc,rural
25629,Strugari,bc,rural
25692,Tamasi,bc,rural
25745,Tatarasti,bc,rural
25825,Targu Trotus,bc,rural
25861,Traian,bc,rural
25932,Ungureni,bc,rural
26029,Urechesti,bc,rural
26083,Valea Seaca,bc,rural
26118,Vultureni,bc,rural
26289,Zemes,bc,rural
26320,Sarata,bc,rural
26338,Buciumi,bc,rural
26346,Gioseni,bc,rural
26353,Odobesti,bc,rural
26361,Prajesti,bc,rural
26379,Itesti,bc,rural
26564,Municipiul Oradea,bh,rural
26582,Sanmartin,bh,rural
26653,Santandrei,bh,rural
26699,Oras Alesd,bh,rural
26742,Astileu,bh,rural
26804,Municipiul Beius,bh,rural
26840,Oras Stei,bh,rural
26877,Municipiul Marghita,bh,rural
26920,Oras Nucet,bh,rural
26975,Municipiul Salonta,bh,rural
27007,Oras Vascau,bh,rural
27070,Abram,bh,rural
27169,Abramut,bh,rural
27212,Auseu,bh,rural
27285,Avram Iancu,bh,rural
27329,Balc,bh,rural
27383,Batar,bh,rural
27436,Biharia,bh,rural
27506,Boianu Mare,bh,rural
27560,Borod,bh,rural
27631,Bors,bh,rural
27686,Bratca,bh,rural
27757,Brusturi,bh,rural
27846,Budureasa,bh,rural
27908,Buduslau,bh,rural
27935,Bulz,bh,rural
27971,Buntesti,bh,rural
28077,Cabesti,bh,rural
28139,Capalna,bh,rural
28193,Carpinet,bh,rural
28246,Cefa,bh,rural
28335,Ceica,bh,rural
28415,Cetariu,bh,rural
28497,Cherechiu,bh,rural
28530,Chislaz,bh,rural
28610,Ciuhoi,bh,rural
28665,Ciumeghiu,bh,rural
28709,Campani,bh,rural
28763,Cociuba Mare,bh,rural
28816,Copacel,bh,rural
28889,Cristioru De Jos,bh,rural
28941,Curatele,bh,rural
29001,Curtuiseni,bh,rural
29038,Derna,bh,rural
29092,Diosig,bh,rural
29154,Dobresti,bh,rural
29243,Draganesti,bh,rural
29341,Dragesti,bh,rural
29403,Finis,bh,rural
29467,Girisu De Cris,bh,rural
29519,Hidiselu De Sus,bh,rural
29573,Holod,bh,rural
29662,Husasau De Tinca,bh,rural
29724,Ineu,bh,rural
29760,Lazuri De Beius,bh,rural
29813,Lazareni,bh,rural
29902,Lugasu De Jos,bh,rural
29948,Lunca,bh,rural
30014,Madaras,bh,rural
30069,Magesti,bh,rural
30149,Nojorid,bh,rural
30229,Olcea,bh,rural
30274,Osorhei,bh,rural
30336,Pietroasa,bh,rural
30416,Pocola,bh,rural
30470,Pomezeu,bh,rural
30568,Popesti,bh,rural
30648,Rabagani,bh,rural
30719,Remetea,bh,rural
30773,Rieni,bh,rural
30844,Rosia,bh,rural
30871,Sacadat,bh,rural
30915,Oras Sacueni,bh,rural
30988,Salacea,bh,rural
31011,Salard,bh,rural
31057,Sambata,bh,rural
31128,Sarbi,bh,rural
31208,Spinus,bh,rural
31262,Suplacu De Barcau,bh,rural
31333,Simian,bh,rural
31379,Sinteu,bh,rural
31422,Soimi,bh,rural
31510,Suncuius,bh,rural
31565,Tarcea,bh,rural
31609,Tarcaia,bh,rural
31654,Tauteu,bh,rural
31716,Tileagd,bh,rural
31789,Tinca,bh,rural
31841,Tulca,bh,rural
31878,Tetchea,bh,rural
31921,Uileacu De Beius,bh,rural
31976,Vadu Crisului,bh,rural
32027,Oras Valea Lui Mihai,bh,rural
32045,Viisoara,bh,rural
32090,Varciorog,bh,rural
32153,Tamaseu,bh,rural
32161,Paleu,bh,rural
32179,Sannicolau Roman,bh,rural
32187,Rosiori,bh,rural
32195,Gepiu,bh,rural
32201,Toboliu,bh,rural
32394,Municipiul Bistrita,bn,rural
32483,Oras Beclean,bn,rural
32544,Oras Nasaud,bn,rural
32599,Oras Sangeorz-Bai,bn,rural
32633,Bistrita Bargaului,bn,rural
32660,Branistea,bn,rural
32704,Budacu De Jos,bn,rural
32768,Budesti,bn,rural
32811,Caianu Mic,bn,rural
32884,Cetate,bn,rural
32955,Ciceu-Giurgesti,bn,rural
33015,Chiochis,bn,rural
33122,Chiuza,bn,rural
33177,Cosbuc,bn,rural
33202,Dumitra,bn,rural
33248,Feldru,bn,rural
33275,Galatii Bistritei,bn,rural
33337,Ilva Mare,bn,rural
33364,Ilva Mica,bn,rural
33382,Josenii Bargaului,bn,rural
33435,Lechinta,bn,rural
33514,Lesu,bn,rural
33541,Livezile,bn,rural
33603,Lunca Ilvei,bn,rural
33621,Maieru,bn,rural
33658,Matei,bn,rural
33729,Magura Ilvei,bn,rural
33765,Mariselu,bn,rural
33845,Micestii De Campie,bn,rural
33881,Milas,bn,rural
33952,Monor,bn,rural
33989,Nimigea,bn,rural
34075,Nuseni,bn,rural
34155,Parva,bn,rural
34173,Petru Rares,bn,rural
34235,Prundu Bargaului,bn,rural
34262,Rebra,bn,rural
34280,Rebrisoara,bn,rural
34333,Rodna,bn,rural
34360,Romuli,bn,rural
34397,Salva,bn,rural
34422,Silivasu De Campie,bn,rural
34477,Sanmihaiu De Campie,bn,rural
34547,Spermezeu,bn,rural
34618,Sant,bn,rural
34645,Sieu,bn,rural
34690,Sieu-Magherus,bn,rural
34770,Sieu-Odorhei,bn,rural
34850,Sieut,bn,rural
34903,Sintereag,bn,rural
34985,Teaca,bn,rural
35054,Telciu,bn,rural
35090,Tiha Bargaului,bn,rural
35152,Tarlisua,bn,rural
35269,Uriu,bn,rural
35312,Urmenis,bn,rural
35429,Zagra,bn,rural
35731,Municipiul Botosani,bt,rural
35759,Curtesti,bt,rural
35839,Rachiti,bt,rural
35884,Stauceni,bt,rural
35946,Oras Darabani,bt,rural
36006,Municipiul Dorohoi,bt,rural
36060,Oras Saveni,bt,rural
36131,Albesti,bt,rural
36202,Avrameni,bt,rural
36300,Baluseni,bt,rural
36373,Braesti,bt,rural
36426,Broscauti,bt,rural
36453,Oras Bucecea,bt,rural
36499,Calarasi,bt,rural
36532,Concesti,bt,rural
36569,Copalau,bt,rural
36649,Cordareni,bt,rural
36676,Corlateni,bt,rural
36756,Corni,bt,rural
36809,Cotusca,bt,rural
36907,Cristesti,bt,rural
36952,Cristinesti,bt,rural
37011,Dersca,bt,rural
37057,Dangeni,bt,rural
37100,Dobarceni,bt,rural
37173,Draguseni,bt,rural
37217,Durnesti,bt,rural
37280,Oras Flamanzi,bt,rural
37324,Frumusica,bt,rural
37397,George Enescu,bt,rural
37459,Gorbanesti,bt,rural
37547,Havarna,bt,rural
37618,Hanesti,bt,rural
37672,Hiliseu-Horia,bt,rural
37734,Hlipiceni,bt,rural
37770,Hudesti,bt,rural
37823,Ibanesti,bt,rural
37850,Leorda,bt,rural
37912,Lunca,bt,rural
37958,Manoleasa,bt,rural
38063,Mihai Eminescu,bt,rural
38161,Mihaileni,bt,rural
38241,Mihalaseni,bt,rural
38321,Mileanca,bt,rural
38376,Mitoc,bt,rural
38456,Nicseni,bt,rural
38492,Paltinis,bt,rural
38544,Pomarla,bt,rural
38580,Prajeni,bt,rural
38633,Radauti-Prut,bt,rural
38679,Rauseni,bt,rural
38731,Ripiceni,bt,rural
38811,Roma,bt,rural
38848,Romanesti,bt,rural
38893,Santa Mare,bt,rural
38982,Suharau,bt,rural
39051,Sulita,bt,rural
39122,Sendriceni,bt,rural
39168,Oras Stefanesti,bt,rural
39220,Stiubieni,bt,rural
39266,Todireni,bt,rural
39328,Trusesti,bt,rural
39391,Tudora,bt,rural
39417,Ungureni,bt,rural
39532,Unteni,bt,rural
39612,Vaculesti,bt,rural
39658,Viisoara,bt,rural
39694,Varfu Campului,bt,rural
39738,Vladeni,bt,rural
39792,Vlasinesti,bt,rural
39836,Vorniceni,bt,rural
39872,Vorona,bt,rural
39942,Lozna,bt,rural
39959,Dimacheni,bt,rural
39967,Candesti,bt,rural
39975,Cosula,bt,rural
39983,Blandesti,bt,rural
40035,Adaseni,bt,rural
40198,Municipiul Brasov,bv,rural
40214,Oras Ghimbav,bv,rural
40241,Municipiul Codlea,bv,rural
40278,Municipiul Fagaras,bv,rural
40303,Oras Predeal,bv,rural
40367,Oras Rasnov,bv,rural
40394,Oras Rupea,bv,rural
40438,Municipiul Sacele,bv,rural
40465,Oras Victoria,bv,rural
40492,Oras Zarnesti,bv,rural
40526,Apata,bv,rural
40544,Beclean,bv,rural
40606,Bod,bv,rural
40633,Bran,bv,rural
40688,Budila,bv,rural
40704,Bunesti,bv,rural
40768,Cata,bv,rural
40820,Cincu,bv,rural
40857,Comana,bv,rural
40900,Cristian,bv,rural
40928,Dumbravita,bv,rural
40955,Feldioara,bv,rural
40991,Fundata,bv,rural
41033,Halchiu,bv,rural
41088,Harman,bv,rural
41113,Harseni,bv,rural
41177,Hoghiz,bv,rural
41248,Homorod,bv,rural
41284,Jibert,bv,rural
41346,Lisa,bv,rural
41382,Maierus,bv,rural
41417,Mandra,bv,rural
41471,Moieciu,bv,rural
41541,Ormenis,bv,rural
41578,Parau,bv,rural
41621,Poiana Marului,bv,rural
41667,Prejmer,bv,rural
41701,Racos,bv,rural
41738,Recea,bv,rural
41818,Sercaia,bv,rural
41854,Sinca,bv,rural
41925,Sanpetru,bv,rural
41943,Soars,bv,rural
42003,Tarlungeni,bv,rural
42058,Teliu,bv,rural
42076,Ticusu,bv,rural
42101,Ucea,bv,rural
42156,Ungra,bv,rural
42183,Vama Buzaului,bv,rural
42236,Vistea,bv,rural
42307,Voila,bv,rural
42398,Vulcan,bv,rural
42449,Sinca Noua,bv,rural
42456,Crizbav,bv,rural
42464,Sambata De Sus,bv,rural
42472,Holbav,bv,rural
42480,Dragus,bv,rural
42498,Augustin,bv,rural
42682,Municipiul Braila,br,rural
42708,Chiscani,br,rural
42753,Oras Faurei,br,rural
42771,Surdila-Greci,br,rural
42824,Baraganul,br,rural
42842,Bertestii De Jos,br,rural
42913,Bordei Verde,br,rural
42968,Ciocile,br,rural
43019,Ciresu,br,rural
43073,Dudesti,br,rural
43117,Frecatei,br,rural
43180,Galbenu,br,rural
43242,Gemenele,br,rural
43279,Gradistea,br,rural
43313,Gropeni,br,rural
43331,Oras Ianca,br,rural
43411,Oras Insuratei,br,rural
43466,Jirlau,br,rural
43493,Marasu,br,rural
43563,Maxineni,br,rural
43625,Mircea Voda,br,rural
43652,Movila Miresii,br,rural
43698,Racovita,br,rural
43732,Ramnicelu,br,rural
43787,Romanu,br,rural
43812,Rosiori,br,rural
43867,Salcia Tudor,br,rural
43929,Scortaru Nou,br,rural
43992,Silistea,br,rural
44060,Stancuta,br,rural
44113,Surdila-Gaiseanca,br,rural
44140,Sutesti,br,rural
44177,Tichilesti,br,rural
44202,Traian,br,rural
44257,Tudor Vladimirescu,br,rural
44300,Tufesti,br,rural
44328,Ulmu,br,rural
44355,Unirea,br,rural
44391,Vadeni,br,rural
44435,Victoria,br,rural
44462,Visani,br,rural
44505,Viziru,br,rural
44532,Zavoaia,br,rural
44560,Cazasu,br,rural
44818,Municipiul Buzau,bz,rural
44845,Municipiul Ramnicu Sarat,bz,rural
44863,Amaru,bz,rural
44934,Balta Alba,bz,rural
44989,Balaceanu,bz,rural
45003,Beceni,bz,rural
45101,Berca,bz,rural
45245,Bisoca,bz,rural
45334,Blajani,bz,rural
45361,Boldu,bz,rural
45389,Bozioru,bz,rural
45496,Bradeanu,bz,rural
45539,Braesti,bz,rural
45619,Breaza,bz,rural
45673,Buda,bz,rural
45753,Calvini,bz,rural
45815,C.a. Rosetti,bz,rural
45888,Canesti,bz,rural
45959,Catina,bz,rural
46019,Cernatesti,bz,rural
46108,Chiliile,bz,rural
46180,Chiojdu,bz,rural
46251,Cilibia,bz,rural
46313,Cislau,bz,rural
46377,Cochirleanca,bz,rural
46439,Colti,bz,rural
46484,Costesti,bz,rural
46554,Cozieni,bz,rural
46769,Galbinasi,bz,rural
46803,Gheraseni,bz,rural
46830,Ghergheasa,bz,urban
46867,Glodeanu Sarat,bz,urban
46910,Glodeanu-Silistea,bz,urban
47006,Grebanu,bz,urban
47079,Gura Teghii,bz,urban
47159,Largu,bz,urban
47186,Lopatari,bz,urban
47300,Luciu,bz,urban
47337,Magura,bz,urban
47373,Maracineni,bz,urban
47417,Margaritesti,bz,urban
47453,Merei,bz,urban
47578,Mihailesti,bz,urban
47630,Manzalesti,bz,urban
47774,Movila Banului,bz,urban
47818,Murgesti,bz,urban
47854,Naeni,bz,urban
47916,Oras Nehoiu,bz,urban
48021,Odaile,bz,urban
48138,Padina,bz,urban
48165,Pardosi,bz,urban
48227,Panatau,bz,urban
48325,Oras Patarlagele,bz,urban
48487,Pietroasele,bz,urban
48557,Parscov,bz,urban
48682,Podgoria,bz,urban
48744,Oras Pogoanele,bz,urban
48771,Posta Calnau,bz,urban
48842,Puiesti,bz,urban
48922,Racoviteni,bz,urban
48968,Ramnicelu,bz,urban
49019,Robeasca,bz,urban
49046,Rusetu,bz,urban
49073,Sageata,bz,urban
49153,Sahateni,bz,urban
49206,Sapoca,bz,urban
49233,Sarulesti,bz,urban
49313,Scortoasa,bz,urban
49439,Scutelnici,bz,urban
49484,Siriu,bz,urban
49545,Smeeni,bz,urban
49625,Stalpu,bz,urban
49643,Tisau,bz,urban
49769,Topliceni,bz,urban
49849,Tintesti,bz,urban
49894,Ulmeni,bz,urban
49956,Vadu Pasii,bz,urban
50022,Valea Ramnicului,bz,urban
50068,Valea Salciei,bz,urban
50102,Vernesti,bz,urban
50228,Vintila Voda,bz,urban
50326,Viperesti,bz,urban
50399,Valcelele,bz,urban
50415,Zarnesti,bz,urban
50479,Ziduri,bz,urban
50549,Unguriu,bz,urban
50564,Florica,bz,urban
50790,Municipiul Resita,cs,urban
50889,Oras Anina,cs,urban
50923,Oras Baile Herculane,cs,urban
50969,Oras Bocsa,cs,urban
50987,Ocna De Fier,cs,urban
51010,Municipiul Caransebes,cs,urban
51056,Oras Moldova Noua,cs,urban
51118,Oras Oravita,cs,urban
51207,Oras Otelu Rosu,cs,urban
51243,Armenis,cs,urban
51305,Bania,cs,urban
51332,Bautar,cs,urban
51387,Berliste,cs,urban
51449,Berzasca,cs,urban
51500,Berzovia,cs,urban
51546,Bolvasnita,cs,urban
51573,Bozovici,cs,urban
51626,Brebu,cs,urban
51662,Brebu Nou,cs,urban
51699,Buchin,cs,urban
51751,Bucosnita,cs,urban
51804,Carasova,cs,urban
51840,Carbunari,cs,urban
51877,Constantin Daicoviciu,cs,urban
51948,Ciclova Romana,cs,urban
51984,Ciuchici,cs,urban
52035,Ciudanovita,cs,urban
52062,Copacele,cs,urban
52115,Cornea,cs,urban
52160,Cornereva,cs,urban
52570,Dalboset,cs,urban
52650,Doclin,cs,urban
52696,Dognecea,cs,urban
52721,Domasnea,cs,urban
52758,Ezeris,cs,urban
52785,Farliug,cs,urban
52856,Forotic,cs,urban
52909,Garnic,cs,urban
52936,Glimboca,cs,urban
52954,Goruia,cs,urban
52990,Gradinari,cs,urban
53023,Iablanita,cs,urban
53069,Lapusnicel,cs,urban
